Task name,Completed?,Assignee,Due,Priority,Assignee_status,Blocked by,Created time,Files,Is blocking,Last edited time,Parent-task,Project,Ref,Section,Status 1,Sub-tasks,Supporting work,Tags,Task type
Ch 5: AI Resource Misallocation: Defense vs Public Goods,Not started,,,,upcoming,,"October 17, 2025 11:42 PM (CDT)",,,"October 19, 2025 3:39 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 5: The AI Transparency Gap,Not started,,,,upcoming,,"October 17, 2025 11:43 PM (CDT)",,,"October 24, 2025 7:33 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 6: Computational Waste and Environmental Cost,Not started,,,,upcoming,,"October 17, 2025 11:20 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 7: Civil Society and Labor Resources,Not started,,,,upcoming,,"October 17, 2025 11:44 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 8: AI Benefit Concentration,Not started,,,,upcoming,,"October 17, 2025 11:45 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 10: Open-Source Infrastructure as Public Good,Not started,,,,upcoming,,"October 17, 2025 11:54 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 9: Open vs Closed AI: The Central Governance Challenge,Not started,,,,upcoming,,"October 17, 2025 11:54 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 11: Multi-Stakeholder Governance Frameworks,Not started,,,,upcoming,,"October 17, 2025 11:54 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 12: Algorithmic Auditing and Performance Accountability,Not started,,,,upcoming,,"October 17, 2025 11:54 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 13: AI Training Lifecycle: Process Overview and Optimization,Not started,,,,upcoming,,"October 17, 2025 11:55 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 14: Data and Compute Resource Scenarios,Not started,,,,upcoming,,"October 17, 2025 11:55 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 15: AI Infrastructure TCO Analysis,Not started,,,,upcoming,,"October 17, 2025 11:21 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 16: Operating Cost Structure and Sensitivity,Not started,,,,upcoming,,"October 17, 2025 11:55 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 17: Financing AI Infrastructure and Economic Viability,Not started,,,,upcoming,,"October 17, 2025 11:56 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 18: Comparative Analysis: Cloud vs On-Premise vs Edge,Not started,,,,upcoming,,"October 17, 2025 11:56 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 19: AI Deployment Tradeoffs: Centralized vs Distributed,Not started,,,,upcoming,,"October 17, 2025 11:56 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 20: Connecting Governance Frameworks to Infrastructure Economics,Not started,,,,upcoming,,"October 17, 2025 11:56 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 21: Healthcare AI Case Study: From Surveillance to Equity,Not started,,,,upcoming,,"October 17, 2025 11:57 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 22: Labor and Civil Society Mobilization Strategies,Not started,,,,upcoming,,"October 17, 2025 11:57 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 23: Preventing AI Benefit Capture: Antitrust and Access Mandates,Not started,,,,upcoming,,"October 17, 2025 11:57 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 24: AI Policy in the Age of Geopolitical Competition,Not started,,,,upcoming,,"October 17, 2025 11:57 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 25: Algorithmic Dishonesty as Unified Metric,Not started,,,,upcoming,,"October 17, 2025 11:58 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 26: The Equity Imperative in AI Deployment,Not started,,,,upcoming,,"October 17, 2025 11:58 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 27: Implementation Roadmap: 2025-2035,Not started,,,,upcoming,,"October 17, 2025 11:58 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 28: Can Democratic Societies Build Accountable AI?,Not started,,,,upcoming,,"October 17, 2025 11:58 PM (CDT)",,,"October 18, 2025 10:28 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
"Ch 29: The Windows Legacy and System Architecture Collapse ",Not started,,,,upcoming,,"October 19, 2025 4:08 PM (CDT)",,,"October 19, 2025 4:09 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Light Desc,,,,,default_task
Ch 1: AI Increasing Relevance and Market Concentration,Not started,,,,upcoming,,"October 18, 2025 10:32 AM (CDT)",,,"October 24, 2025 6:10 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 2: The Data Literacy Collapse and Cognitive Vulnerability,Not started,,,,upcoming,,"October 18, 2025 12:02 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 3: The Algorithmic Divide and Economic Exclusion,Not started,,,,upcoming,,"October 18, 2025 12:02 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 4: Opportunity Cost and Strategic AI Investment Priorities,Not started,,,,upcoming,,"October 18, 2025 12:02 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 5: The AI Transparency Gap and Accountability Deficit,Not started,,,,upcoming,,"October 18, 2025 12:03 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 6: The Windows Legacy and System Architecture Collapse,Not started,,,,upcoming,,"October 18, 2025 11:21 AM (CDT)",,,"October 24, 2025 6:10 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 7: Academic and Civil Society Resources: The Mobilization Failure,Not started,,,,upcoming,,"October 18, 2025 12:03 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 8: AI Benefit Concentration and the Equity Failure,Not started,,,,upcoming,,"October 18, 2025 12:03 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 9: Open vs. Closed: The Central AI Governance Challenge,Not started,,,,upcoming,,"October 18, 2025 12:03 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 10: Public AI Infrastructure: Reusable Compute and Data Commons,Not started,,,,upcoming,,"October 18, 2025 12:04 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 11: Multi-Stakeholder AI Governance and Deliberative Processes,Not started,,,,upcoming,,"October 18, 2025 12:04 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 12: Algorithmic Auditing and Conditional Access,Not started,,,,upcoming,,"October 18, 2025 12:04 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 14: Data Scenarios and Supply Chain Economics,Not started,,,,upcoming,,"October 18, 2025 12:05 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
"Ch 13: AI Training Process: Architecture, Data, and Compute Overview",Not started,,,,upcoming,,"October 18, 2025 12:04 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 15: AI Infrastructure TCO Analysis,Not started,,,,upcoming,,"October 19, 2025 4:26 PM (CDT)",,,"October 19, 2025 4:29 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 16: Operating Cost Structure and Sensitivity Analysis,Not started,,,,upcoming,,"October 18, 2025 12:05 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 17: Financing Regimes and Investment Structures,Not started,,,,upcoming,,"October 18, 2025 12:05 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 18: Comparative Analysis: Proprietary vs. Open-Source AI Economics,Not started,,,,upcoming,,"October 18, 2025 12:05 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 19: Application Competition: Specialized vs. General-Purpose AI,Not started,,,,upcoming,,"October 18, 2025 12:06 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 20: Connecting Guardrails to Technical Pathways,Not started,,,,upcoming,,"October 18, 2025 12:06 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 21: Regional Implementation: Detroit as AI Governance Case Study,Not started,,,,upcoming,,"October 18, 2025 12:06 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 22: Institutional Mobilization: University and Labor Union AI Capacity,Not started,,,,upcoming,,"October 18, 2025 12:06 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 24: AI Governance in the Age of Platform Monopoly,Not started,,,,upcoming,,"October 18, 2025 12:07 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 23: Preventing Benefit Concentration in AI Deployment,Not started,,,,upcoming,,"October 18, 2025 12:07 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 25: Cognitive Decay as Unified Metric,Not started,,,,upcoming,,"October 18, 2025 12:07 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 26: The Equity Imperative in AI Development,Not started,,,,upcoming,,"October 18, 2025 12:07 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 27: Implementation Roadmap,Not started,,,,upcoming,,"October 18, 2025 12:08 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 28: Prosecuting Dishonesty — The Path Forward,Not started,,,,upcoming,,"October 18, 2025 12:08 AM (CDT)",,,"October 19, 2025 4:16 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 29: The Windows Legacy and System Architecture Collapse,Not started,,,,upcoming,,"October 19, 2025 4:26 PM (CDT)",,,"October 19, 2025 4:28 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
Ch 30: AI Train or Energy Drain? The Carbon Cost of Computation,Not started,,,,upcoming,,"October 19, 2025 4:32 PM (CDT)",,,"October 19, 2025 4:35 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
NEW PART III: Environmental and Computational Sustainability,Not started,,,,upcoming,,"October 18, 2025 11:24 AM (CDT)",,,"October 19, 2025 4:35 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
NEW PART II: The Infrastructure-Innovation Divide,Not started,,,,upcoming,,"October 18, 2025 11:23 AM (CDT)",,,"October 19, 2025 4:35 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Macro Facts Included,,,,,default_task
🔗 MASTER COORDINATION: Ballroom Contract Story Cross-References,Not started,,,,upcoming,,"October 21, 2025 3:13 PM (CDT)",,,"October 24, 2025 6:08 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 28 HINT: Ballroom Contract Reference - Democratic Accountability Synthesis,Not started,,,,upcoming,,"October 21, 2025 3:13 PM (CDT)",,,"October 24, 2025 6:08 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 20 HINT: Ballroom Contract Reference - Implementation and Procurement Reform,Not started,,,,upcoming,,"October 21, 2025 3:12 PM (CDT)",,,"October 24, 2025 6:09 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 16 HINT: Ballroom Contract Reference - Platform Self-Regulation Failures,Not started,,,,upcoming,,"October 21, 2025 3:12 PM (CDT)",,,"October 24, 2025 6:09 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 4 HINT: Ballroom Contract Reference - Procurement Without Competition,Not started,,,,upcoming,,"October 21, 2025 3:12 PM (CDT)",,,"October 24, 2025 6:09 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 9 HINT: Ballroom Contract Reference - Opacity Enables Self-Dealing,Not started,,,,upcoming,,"October 21, 2025 3:12 PM (CDT)",,,"October 24, 2025 6:09 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 1 HINT: Ballroom Contract Reference - Monopoly and Selection Bias,Not started,,,,upcoming,,"October 21, 2025 3:11 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 28 HINT: US Embassy Reference - Democratic Accountability,Not started,,,,upcoming,,"October 20, 2025 4:10 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 24 HINT: US Embassy Reference - Geopolitical Competition,Not started,,,,upcoming,,"October 20, 2025 4:10 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 9 HINT: US Embassy Reference - Open vs Closed AI,Not started,,,,upcoming,,"October 20, 2025 4:10 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 12 HINT: US Embassy Reference - Algorithmic Auditing,Not started,,,,upcoming,,"October 20, 2025 4:10 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 5 HINT: US Embassy Reference - Transparency Gap,Not started,,,,upcoming,,"October 20, 2025 4:09 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 1 HINT: US Embassy Reference - Monopoly Concentration,Not started,,,,upcoming,,"October 20, 2025 4:09 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
Ch 11 MAIN: US Embassy Congestion Charge Case Study,Not started,,,,upcoming,,"October 20, 2025 4:09 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
🔗 MASTER COORDINATION: US Embassy Story Cross-References,Not started,,,,upcoming,,"October 20, 2025 4:08 PM (CDT)",,,"October 24, 2025 4:02 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Pending Evaluation,,,,,default_task
📚 READING PATH GUIDE: How Different Readers Should Navigate This Book,Not started,,,,upcoming,,"October 17, 2025 11:16 PM (CDT)",,,"October 18, 2025 10:40 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Guideline-Reference-Outline,,,,,default_task
📑 COMPLETE CHAPTER OUTLINE: All 29 Chapters with Summaries,Not started,,,,upcoming,,"October 17, 2025 11:22 PM (CDT)",,,"October 19, 2025 4:13 PM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Guideline-Reference-Outline,,,,,default_task
📊 QUICK REFERENCE MATRIX: Chapter Relevance by Reader Type,Not started,,,,upcoming,,"October 17, 2025 11:17 PM (CDT)",,,"October 18, 2025 10:40 AM (CDT)",,AI Ethics (https://www.notion.so/915e0bfe7fa442edaddb282995ddc951?pvs=21),,Guideline-Reference-Outline,,,,,default_task
referential fabric - Douglas Street Story,Not started,,,,upcoming,"page 4 - The Unsaid (https://www.notion.so/7b1f482080da4cb5bdfe67fe059be057?pvs=21), page 5 - The Echo (https://www.notion.so/c70ee2989953429eb56e9ea6fe227a0f?pvs=21)","October 23, 2025 6:26 AM (CDT)",,,"November 4, 2025 10:40 AM (CST)",,conceptual single source of truth (https://www.notion.so/ae02c8c940a5476da2cbc8dcd6d25aa4?pvs=21),,,,page 1 - Setting (https://www.notion.so/0313d6f0ea28486082a0ce42bbafe619?pvs=21),,,default_task
page 1 - Setting,Not started,,"October 23, 2025 → October 23, 2025",,upcoming,,"October 23, 2025 6:26 AM (CDT)",,,"October 23, 2025 6:58 AM (CDT)",referential fabric - Douglas Street Story (https://www.notion.so/19b1add23af647ec80577bca77f4c0c0?pvs=21),conceptual single source of truth (https://www.notion.so/ae02c8c940a5476da2cbc8dcd6d25aa4?pvs=21),,,,page 2 - The Teen (https://www.notion.so/3fe5e674d11d47cca922c7d5dfc52461?pvs=21),,,default_task
page 2 - The Teen,Not started,,"October 24, 2025",,upcoming,,"October 23, 2025 6:26 AM (CDT)",,page 4 - The Unsaid (https://www.notion.so/7b1f482080da4cb5bdfe67fe059be057?pvs=21),"November 3, 2025 5:49 AM (CST)",page 1 - Setting (https://www.notion.so/0313d6f0ea28486082a0ce42bbafe619?pvs=21),conceptual single source of truth (https://www.notion.so/ae02c8c940a5476da2cbc8dcd6d25aa4?pvs=21),,,,page 3 - The Object (https://www.notion.so/3df97354162745f5bfb94e495670cbff?pvs=21),,,default_task
page 3 - The Object,Not started,,"October 25, 2025",,upcoming,,"October 23, 2025 6:26 AM (CDT)",,,"October 23, 2025 6:48 AM (CDT)",page 2 - The Teen (https://www.notion.so/3fe5e674d11d47cca922c7d5dfc52461?pvs=21),conceptual single source of truth (https://www.notion.so/ae02c8c940a5476da2cbc8dcd6d25aa4?pvs=21),,,,page 4 - The Unsaid (https://www.notion.so/7b1f482080da4cb5bdfe67fe059be057?pvs=21),,,default_task
page 4 - The Unsaid,Done,,"October 26, 2025",,upcoming,page 2 - The Teen (https://www.notion.so/3fe5e674d11d47cca922c7d5dfc52461?pvs=21),"October 23, 2025 6:26 AM (CDT)",,referential fabric - Douglas Street Story (https://www.notion.so/19b1add23af647ec80577bca77f4c0c0?pvs=21),"November 3, 2025 5:50 AM (CST)",page 3 - The Object (https://www.notion.so/3df97354162745f5bfb94e495670cbff?pvs=21),conceptual single source of truth (https://www.notion.so/ae02c8c940a5476da2cbc8dcd6d25aa4?pvs=21),,,,page 5 - The Echo (https://www.notion.so/c70ee2989953429eb56e9ea6fe227a0f?pvs=21),,,default_task
page 5 - The Echo,Done,,"October 27, 2025",,upcoming,,"October 23, 2025 6:27 AM (CDT)",,referential fabric - Douglas Street Story (https://www.notion.so/19b1add23af647ec80577bca77f4c0c0?pvs=21),"November 3, 2025 5:42 AM (CST)",page 4 - The Unsaid (https://www.notion.so/7b1f482080da4cb5bdfe67fe059be057?pvs=21),conceptual single source of truth (https://www.notion.so/ae02c8c940a5476da2cbc8dcd6d25aa4?pvs=21),,,,,,,default_task
Chapter 5: Section 5.2 - Failed Solutions: Why Conventional Policies Don't Work,Not started,,,,upcoming,,"October 28, 2025 9:22 PM (CDT)",,,"October 28, 2025 9:22 PM (CDT)",,,,,,,,,default_task
Chapter 5: Section 5.1 - Opening the Black Box: The Transmission Mechanism,Not started,,,,upcoming,,"October 28, 2025 9:20 PM (CDT)",,,"October 28, 2025 9:20 PM (CDT)",,,,,,,,,default_task
Chapter 4: Section 4.4 - Comparative Institutional Analysis,Not started,,,,upcoming,,"October 28, 2025 9:02 PM (CDT)",,,"October 29, 2025 9:44 AM (CDT)",,,,,,,,,default_task
Chapter 3: Section 3.4 - International Comparison: Why America is Unique,Not started,,,,upcoming,,"October 28, 2025 8:58 PM (CDT)",,,"October 28, 2025 8:58 PM (CDT)",,,,,,,,,default_task
Chapter 4: Section 4.3 - Institutional Accountability Gaps,Not started,,,,upcoming,,"October 28, 2025 9:00 PM (CDT)",,,"October 28, 2025 9:00 PM (CDT)",,,,,,,,,default_task
Chapter 3: Section 3.3 - Intergenerational Transmission,Not started,,,,upcoming,,"October 28, 2025 8:57 PM (CDT)",,,"October 28, 2025 8:57 PM (CDT)",,,,,,,,,default_task
Chapter 3: Section 3.2 - The Marriage Gap: Class Divergence,Not started,,,,upcoming,,"October 28, 2025 8:55 PM (CDT)",,,"October 28, 2025 8:55 PM (CDT)",,,,,,,,,default_task
Chapter 2: Section 2.3 - Void Interaction Effects,Not started,,,,upcoming,,"October 28, 2025 8:54 PM (CDT)",,,"October 28, 2025 8:54 PM (CDT)",,,,,,,,,default_task
Chapter 2: Section 2.2 - Comparative Baselines: What Normal Looks Like,Not started,,,,upcoming,,"October 28, 2025 8:52 PM (CDT)",,,"October 28, 2025 8:52 PM (CDT)",,,,,,,,,default_task
Chapter 2: Section 2.1 - The Mathematics of Absence: Void Fraction Methodology,Not started,,,,upcoming,,"October 28, 2025 8:50 PM (CDT)",,,"October 28, 2025 8:50 PM (CDT)",,,,,,,,,default_task
Chapter 4: Section 4.2 - The Stewardship Void: The $1.2-4.8 Trillion Question,Not started,,,,upcoming,,"October 28, 2025 8:39 PM (CDT)",,,"October 28, 2025 8:39 PM (CDT)",,,,,,,,,default_task
"Chapter 4: Section 4.1 - The Educational Void: 406,964 Missing Teachers",Not started,,,,upcoming,,"October 28, 2025 8:38 PM (CDT)",,,"October 28, 2025 8:38 PM (CDT)",,,,,,,,,default_task
